,F_r,F_t,ThL,N,a,lens_id,z_use,name,f435w-f606w,f435w-f814w,f814w-f606w,rchi2,SNR,lens_Mag_F814W,lens_z
351,-0.18328270812107889,0.06646053124361018,10.361626517376326,3.0,0.42573908587301684,0.0,0.3244,abell2744_1966,3.1907,3.6441000000000017,-0.453400000000002,0.3621106468081048,25.520279793978034,-22.491027171526177,0.4879
352,-0.19349435942605514,-0.023863909564027293,24.519453290328975,4.0,0.42573908587301684,16.0,0.3244,abell2744_1966,3.1907,3.6441000000000017,-0.453400000000002,0.3621106468081048,25.520279793978034,-19.769906622435965,0.3998
353,-0.1235742647639015,-0.15079441102852803,27.33597059780918,5.0,0.42573908587301684,4.0,0.3244,abell2744_1966,3.1907,3.6441000000000017,-0.453400000000002,0.3621106468081048,25.520279793978034,-20.03444624259326,0.2695
354,-0.0028759802307583115,0.33462398738493865,10.08691182615413,1.0,0.49724879938649835,15.0,1.2873,abell2744_1984,1.09,0.8397000000000006,0.2502999999999993,0.46702350317718594,23.18654102235596,-18.95662199185026,0.4001
355,0.2995123577348479,0.14924420176273445,14.558177844411304,2.0,0.49724879938649835,5.0,1.2873,abell2744_1984,1.09,0.8397000000000006,0.2502999999999993,0.46702350317718594,23.18654102235596,-21.26156267026929,0.3129
356,-0.3822941250829146,-0.5031278975799416,10.588454815947417,1.0,0.2382962881454183,15.0,0.984,abell2744_1985,1.069399999999998,1.3454000000000017,-0.2760000000000033,0.38317512992346486,22.360740449478932,-18.95662199185026,0.4001
357,-0.6316570026454658,0.017202046537239033,16.708377150726847,2.0,0.2382962881454183,5.0,0.984,abell2744_1985,1.069399999999998,1.3454000000000017,-0.2760000000000033,0.38317512992346486,22.360740449478932,-21.26156267026929,0.3129
358,-0.010071400040267837,0.041577587729024146,23.824754717192274,1.0,0.20920936650022892,5.0,0.89,abell2744_1988,2.6227000000000023,3.7624999999999993,-1.1397999999999977,0.6442855525242123,45.54288224005757,-21.26156267026929,0.3129
359,0.030085017479971086,-0.030414151695643925,24.585573366529104,2.0,0.20920936650022892,2.0,0.89,abell2744_1988,2.6227000000000023,3.7624999999999993,-1.1397999999999977,0.6442855525242123,45.54288224005757,-20.973128479825363,0.4859
360,0.6939339678172703,-0.3558479429937985,23.05655790925584,1.0,0.21423937955310127,21.0,1.2394,abell2744_2012,0.3850999999999978,0.8884000000000007,-0.503300000000003,0.24999903245187252,21.52562337017186,-20.911152002352363,0.3167
