,id,ra,dec,f_F435W,e_F435W,f_F606W,e_F606W,f_F814W,e_F814W,f_F160W,e_F160W,z_use,X_IMAGE,Y_IMAGE,band,mag_F814w
2371,2372,64.022104,-24.082618300000004,0.717093,0.0192035,3.72382,0.0185189,8.89557,0.0172494,20.2394,0.0551677,0.3965,6305.560325309414,3726.8831255270065,f160w,22.627065546177946
3223,3224,64.0476973,-24.0785255,0.6145579999999999,0.0232212,2.87709,0.0217402,6.62692,0.0191601,13.9179,0.07373989999999998,0.3918,3501.6501588240753,4218.062722280826,f160w,22.946720680421407
1638,1639,64.0311471,-24.089090600000002,0.697724,0.025290200000000002,3.5500599999999998,0.0244716,7.895,0.0219115,16.4688,0.0915102,0.3988,5314.8109948244355,2950.280879787423,f160w,22.75661966413922
3741,3742,64.0424479,-24.0746551,0.797108,0.017812900000000003,3.55376,0.0167437,6.96355,0.014725899999999998,12.0405,0.043487,0.3928,4076.7486027636673,4682.543442417991,f160w,22.89292325429435
5703,5704,64.0281859,-24.062549399999998,0.535387,0.021802000000000002,2.3195799999999998,0.0193185,5.30821,0.0175208,11.0939,0.0564274,0.402,5639.410534256721,6135.207824117572,f160w,23.18762976046986
2989,2990,64.043986,-24.078132699999998,0.482245,0.0282053,2.1711099999999997,0.0252109,4.61676,0.0219803,9.04899,0.042759899999999997,0.4005,3908.252158213236,4265.224080863085,f160w,23.339156753618248
4863,4864,64.0344495,-24.067963600000002,0.339321,0.0213139,2.00782,0.0189047,4.75252,0.0172424,10.8684,0.0391,0.408,4953.082488002041,5485.531965257446,f160w,23.307690117049848
5412,5413,64.0467453,-24.0642142,0.45653,0.0158336,2.15424,0.0156875,4.69149,0.014184299999999999,9.30649,0.049536300000000005,0.3896,3605.8316774274695,5935.426282467011,f160w,23.321723012610448
3308,3309,64.0167591,-24.077230399999998,0.680399,0.0187746,2.8658900000000003,0.0170544,5.38339,0.0155555,9.09286,0.059899400000000005,0.41,6891.214241389693,4373.3575456040835,f160w,23.172360391389347
5352,5353,64.05061450000001,-24.0646236,0.375817,0.0169174,1.82457,0.0164075,4.1682,0.0150088,8.4232,0.049657,0.3961,3181.885499167895,5886.263291332906,f160w,23.450128626855
1088,1089,64.0348353,-24.0908712,0.9065280000000001,0.0168075,2.45483,0.016083,4.12488,0.014313999999999999,7.8051,0.043227999999999996,0.4094,4910.767356195711,2736.620642531581,f160w,23.461471703297796
2352,2353,64.0199416,-24.0831681,0.41067700000000007,0.0256288,1.7577099999999999,0.0237468,3.7227099999999997,0.021921700000000002,7.16467,0.07180800000000001,0.4059,6542.453937655217,3660.880025103959,f160w,23.572851985270038
2778,2779,64.0491616,-24.0800962,0.33424899999999996,0.0225331,1.7164099999999998,0.020487599999999998,3.74035,0.018209299999999998,7.31007,0.06310489999999999,0.3912,3341.239911010489,4029.5657569292716,f160w,23.567719392923486
1165,1166,64.0344674,-24.0913484,0.556198,0.0281747,2.4346099999999997,0.026862,4.6212599999999995,0.0241976,8.045639999999999,0.0871336,0.4098,4951.068966290656,2679.3559394823446,f160w,23.33809899160694
4701,4702,64.0399036,-24.0682853,0.19401400000000002,0.023831799999999997,0.76149,0.0222767,1.5389899999999999,0.019700400000000003,2.79435,0.0629632,0.4091,4355.491256028771,5446.927568230294,f160w,24.53191050526037
2718,2719,64.0339807,-24.0799963,1.07334,0.0210117,2.3264099999999996,0.019240200000000002,3.12521,0.0167685,4.01159,0.0467421,0.3908,5004.415828102738,4041.606909702568,f160w,23.7628019867782
7027,7028,64.0310419,-24.0511107,5.65747,0.0306888,36.8965,0.0380059,96.3198,0.189722,267.473,0.208975,0.4012,5326.531630493174,7507.868600501557,f814w,20.040711069653607
2342,2343,64.0507299,-24.084905600000003,3.2557099999999997,0.023618599999999997,16.6287,0.0257043,40.6999,0.024136900000000003,106.72399999999999,0.0969712,0.3958,3169.4775510507297,3452.421997003482,f160w,20.97601664459675
1442,1443,64.02116339999999,-24.0895405,2.6068599999999997,0.0284529,13.0603,0.029786400000000005,27.4929,0.122262,55.6295,0.06468360000000001,0.385,6408.513577197722,2896.207731664271,f814w,21.401948618964404
1094,1095,64.0217244,-24.0941789,6.149380000000001,0.0297489,40.2525,0.039069099999999995,105.14399999999999,0.184758,-99.0,-99.0,0.3967,6346.99569244835,2339.6065148035573,f814w,19.94553876277555
7103,7104,64.0394233,-24.048383800000003,3.7666800000000005,0.0259238,23.352,0.030491000000000004,61.4486,0.116175,172.204,0.252842,0.4071,4408.0765994712065,7835.108753415832,f814w,20.52872001828234
6958,6959,64.0440416,-24.0512838,1.6221700000000001,0.034229199999999994,8.09331,0.034123,18.0996,0.166844,38.7819,0.227729,0.393,3902.001076272882,7487.091951852697,f814w,21.855827557262444
727,728,64.0198616,-24.0958547,2.37099,0.0309476,13.1576,0.031957099999999995,31.6791,0.13071,-99.0,-99.0,0.3911,6551.0316327897835,2138.4867979528553,f814w,21.248067912923048
678,679,64.01919529999999,-24.0961417,1.7532599999999998,0.0242209,9.43507,0.024389599999999997,22.4078,0.0818557,-99.0,-99.0,0.3938,6624.016188142554,2104.037661981181,f814w,21.624001951116792
148,149,64.0328443,-24.1065185,14.9818,0.0640974,34.2147,0.0664996,66.7667,0.133262,-99.0,-99.0,0.3911,5128.820578928051,858.9392564653399,f814w,20.43860022151033
45,46,64.026951,-24.110326399999998,2.26537,0.0243174,12.5833,0.0249811,27.9559,0.12546300000000002,-99.0,-99.0,0.389,5774.307544727349,401.9580269952612,f814w,21.38381630423479
129,130,64.01975420000001,-24.1069183,0.865087,0.020390799999999997,4.13926,0.019671900000000003,9.12621,0.0636891,-99.0,-99.0,0.3992,6562.632822012614,810.8530157622613,f814w,22.59927385512802
481,482,64.022125,-24.101889899999996,9.02105,0.0342322,40.3651,0.040857300000000006,81.6763,0.219516,-99.0,-99.0,0.3949,6303.013384013386,1414.2910778362502,f814w,20.2197598608845
7429,20048,64.014854,-24.098142000000003,15.6895,0.378159,95.7557,0.352167,235.27,0.512821,-99.0,-99.0,0.4,7099.539041437772,1863.9336405295062,bcg,19.071083618790663
194,195,64.0379441,-24.1046952,2.17424,0.0210623,11.3568,0.0224405,25.208,0.0686035,-99.0,-99.0,0.3987,4570.214975754708,1077.742046587647,f814w,21.49615402458514
258,259,64.0219277,-24.1038107,2.41784,0.028129400000000002,11.6414,0.0280693,24.085,0.10447100000000001,-99.0,-99.0,0.3936,6324.600459457729,1183.7926972763926,f814w,21.545633373373867
385,386,64.03741720000001,-24.1019611,4.948980000000001,0.0382145,28.9731,0.0428767,73.902,0.20608800000000002,-99.0,-99.0,0.3994,4627.928767291375,1405.8343746484952,f814w,20.32835952048078
341,342,64.0122475,-24.100518899999997,2.83344,0.20787600000000003,-99.0,-99.0,31.28,1.55623,-99.0,-99.0,0.393,7385.009082301716,1578.6576884998844,f814w,21.261833139030472
574,575,64.0158615,-24.0980289,2.32242,0.0223996,12.8213,0.023955,31.0776,0.0979048,-99.0,-99.0,0.393,6989.177818012569,1877.5227299467879,f814w,21.268881318548637
764,765,64.0157956,-24.0955417,1.43488,0.020637799999999998,8.482460000000001,0.0214622,20.7807,0.102296,-99.0,-99.0,0.4018,6996.441858743379,2175.9856949273058,f814w,21.705849568196257
530,531,64.055448,-24.0975517,2.06655,0.023079,4.48074,0.0221098,6.5761199999999995,0.0610841,-99.0,-99.0,0.4039,2652.7938909174927,1934.8308869527164,f814w,22.95507567614632
1840,1841,64.017651,-24.090609699999998,11.1771,0.107847,31.3043,0.10256199999999999,62.4402,0.27660500000000005,-99.0,-99.0,0.394,6793.275930483884,2767.8552654211076,f814w,20.51133928633518
765,766,64.0551529,-24.095256,1.21051,0.0240397,5.60363,0.0239937,11.8312,0.0776587,-99.0,-99.0,0.4008,2685.0843569028275,2210.319132291851,f814w,22.317428010165603
755,756,64.0484749,-24.0953766,2.24099,0.0226519,7.01117,0.022335400000000002,11.2003,0.020191099999999997,16.7884,0.0985292,0.404,3416.6215019301717,2195.9239130100223,f160w,22.376925861494264
718,719,64.0103664,-24.0947074,2.08176,0.131206,-99.0,-99.0,32.9156,0.9334600000000001,-99.0,-99.0,0.3992,7591.19683682006,2275.9999985217596,f814w,21.206495559973416
1167,1168,64.02497629999999,-24.0916651,9.42707,0.0360036,23.9402,0.0382072,47.2614,0.13605799999999998,-99.0,-99.0,0.3938,5990.792016237912,2641.297406698164,f814w,20.8137335440809
989,990,64.0378357,-24.0937918,2.50128,0.0236058,14.6153,0.025611000000000002,35.948,0.0242429,91.7795,0.0968658,0.393,4582.081680451846,2386.1503601622394,f160w,21.110813167453493
737,738,64.0231581,-24.094567899999998,0.491245,0.021153599999999998,3.0162400000000003,0.0203047,6.926480000000001,0.0739145,-99.0,-99.0,0.3947,6189.936267947871,2292.9428932766646,f814w,22.89871853863401
