,NAME,z_use,X_WORLD,Y_WORLD,SNR,FROM,epoch,f435w-f606w,f435w-f814w,f814w-f606w,mag_F814W,xc,yc,ns,rs,q,phi,psi11,psi12,psi22,psi111,psi112,psi122,psi222,err_xc,err_yc,err_ns,err_rs,err_q,err_phi,err_psi11,err_psi12,err_psi22,err_psi111,err_psi112,err_psi122,err_psi222,rchi2,F1_fit,F2_fit,a,Q111,Q112,Q122,Q222,F1_HOLICs,F2_HOLICs,mask_flag,checkFit_flag,noisemap_masked_mean,noisemap_masked_stdv,noisemap_masked_skew,noisemap_masked_kurtosis,a_pix,G1_fit,G2_fit,f1,f2,g1,g2,F,F_pix,G,stamp-size,X_IMAGE,Y_IMAGE,xs,ys,overlap_flag
184,macs0416_1007,3.6553,64.04628524,-24.09022293,25.89639338,f606w_w_f814w,1,73.454,73.7144,-0.2604,24.82736604,-1.871004295,-1.693169118,1.064508813,2.518620985,1.677796735,-0.367703126,0,0,0,0.038363559,0.00449041,0.01338673,-0.021556231,0.033106345,0.026887889,0.007166659,0.023500417,0.027705933,0.01088815,0,0,0,0.00076304,0.000807525,0.000559408,0.002258751,3.426408027,0.025875145,-0.00853291,0.293923309,70.91776484,11.40004995,-10.47951534,-93.99613608,0.009491288,-0.004605421,0,0,0.000307833,0.00032341,0.101501817,-1.984191135,9.797443642,-0.000898315,0.017513731,0.862504818,-0.284430338,-0.029943829,0.583791037,0.908193359,0.027245801,0.584558472,61,3656.445023,2814.381979,109.6933507,84.43145938,0
185,macs0416_1023,0.5566,64.03074332,-24.0898892,20.04231712,f606w_w_f814w,1,2.0722,2.404,-0.3318,25.01377819,-1.731929109,-1.578529489,1.222437828,4.982155174,1.118745994,-0.55204158,0,0,0,-0.004184202,0.005348248,-0.003212095,-0.008169774,0.075489695,0.038406806,0.013001547,0.063925947,0.019451987,0.071963291,0,0,0,0.001230736,0.001915994,0.001993522,0.001429398,0.390048564,-0.003698148,-0.001410763,0.465234314,-18.93658571,419.5677633,-297.7833892,-136.7984754,0.000363336,0.001290398,0,0,0.000340626,0.000309169,-0.190402431,-1.956295396,15.50781046,0.002726042,0.012107259,-0.123271614,-0.047025424,0.09086805,0.403575315,0.131936657,0.0039581,0.413678664,105,5359.040211,2854.446459,160.7712063,85.63339376,0
187,macs0416_1031,1.2798,64.06726492,-24.09006739,45.97940218,f606w_w_f814w,1,1.0041,0.7248,0.2793,25.4004379,-0.78220181,-1.54364956,0.872500148,1.881393253,2.239200441,0.066604215,0,0,0,-0.033270387,-0.011080903,0.004034176,0.059345867,0.040638685,0.019806873,0.00802793,0.014666659,0.031125154,0.007349545,0,0,0,0.001569427,0.001346897,0.001956245,0.003799249,0.915016725,-0.014618105,0.024132482,0.207935822,-5.071892946,-16.65927075,1.139584211,6.353493322,0.001228546,0.00016005,0,0,0.000275194,0.000317879,0.29138896,-1.91103786,6.931194058,-0.022686458,-0.046294288,-0.48727017,0.804416079,-0.756215261,-1.543142924,0.940487877,0.028214636,1.718473627,45,1358.148827,2832.724969,40.74446481,84.98174907,0
188,macs0416_1033,0.5018,64.01925912,-24.08966819,74.21696579,f606w_w_f814w,1,2.4509,2.8231,-0.3722,24.21313635,-1.737194723,-1.466195902,1.350943764,1.595203705,1.0554142,-1.310194696,0,0,0,-0.005793475,0.004784071,-5.44E-05,0.004747798,0.009466261,0.00952424,0.003255569,0.005970063,0.005117731,0.044545879,0,0,0,0.000777374,0.001077297,0.001051036,0.000757218,0.491335527,-0.002923952,0.004765935,0.249588906,-1.078723043,-0.229653799,3.623610016,-6.870869266,0.000191706,-0.000516258,0,0,0.00030336,0.000308792,0.037290663,-1.995015992,8.319630201,-0.002815094,0.004802208,-0.097465064,0.158864487,-0.09383645,0.16007359,0.186379624,0.005591389,0.185550084,51,6617.124036,2880.860096,198.5137211,86.42580289,0
190,macs0416_1038,0.4909,64.01255045,-24.08991121,26.42773027,f814w_w_f814w,1,2.2873,2.5798,-0.2925,26.25493044,-1.788703378,-1.611673931,1.05702619,4.497026776,1.461171539,1.317556397,0,0,0,-0.008662034,-0.001331604,-0.00457538,-0.001468344,0.158374426,0.218929032,0.030925696,0.138513608,0.063558706,0.053672022,0,0,0,0.004875836,0.005407163,0.005422711,0.004388465,0.272418966,-0.006618707,-0.001399974,0.342538954,52.05065832,8.484256621,-48.95338658,1.072675003,0.002054484,0.001097653,0,0,0.000178398,0.000282503,0.958805689,-1.065717918,11.41796513,0.002532053,-0.001263234,-0.220623563,-0.046665791,0.084401751,-0.042107797,0.225504884,0.006765147,0.094322438,77,7352.046809,2851.586572,220.5614043,85.54759716,0
191,macs0416_1041,0.469,64.02943399,-24.08940364,53.9574027,f606w_w_f814w,1,2.3731,2.7292,-0.3561,24.0747216,-1.446536233,-2.562994007,1.219766834,2.88523467,1.354332188,1.041518986,0,0,0,-0.004252814,0.002871572,-0.000873091,0.001206291,0.060803704,0.022271599,0.004241256,0.013419665,0.008985046,0.009765401,0,0,0,0.00213831,0.000623194,0.002233303,0.000788607,0.433219345,-0.002562952,0.002038932,0.361225715,0.425762617,33.8051311,-8.111098581,-28.6166497,-0.00037223,0.000263083,0,0,0.000279844,0.000308347,0.197217532,-1.955224237,12.04085717,-0.00081677,0.003704212,-0.085431744,0.067964386,-0.027225682,0.123473736,0.109168405,0.003275052,0.126439714,77,5502.47896,2912.707236,165.0743688,87.38121708,0
192,macs0416_1044,0.419,64.02481656,-24.08951134,66.72770773,f606w_w_f814w,1,2.5756,2.9491,-0.3735,24.2569232,-1.577349658,-1.559357087,1.044974359,3.857713115,1.024639355,0.866378137,0,0,0,-0.000734597,0.001497054,-0.00223402,0.002702459,0.011784623,0.004681409,0.003697041,0.022484713,0.010422283,0.11658444,0,0,0,0.012964212,0.009809845,0.012238261,0.009837511,0.414824496,-0.001484309,0.002099757,0.302937844,3.350289889,6.18875878,-12.58749913,7.910900134,-0.000410563,0.000617634,0,0,0.000275599,0.000308122,0.225834596,-1.944396879,10.09792814,0.002983732,0.000894352,-0.049476961,0.069991887,0.099457726,0.029811734,0.085713674,0.00257141,0.103829566,65,6008.313226,2899.747711,180.2493968,86.99243134,0
193,macs0416_1053,1.1155,64.01519799,-24.08979002,26.38682797,f814w_w_f814w,1,0.9995,0.9206,0.0789,26.39821913,-1.58303954,-1.59881096,1.208328009,1.034703768,2.788710593,0.938892843,0,0,0,0.01543924,0.002829854,-0.005372345,0.023870865,0.08962695,0.108947711,0.030815771,0.030545808,0.12210321,0.018658277,0,0,0,0.015366809,0.010472851,0.007858747,0.007014445,0.339502103,0.005033447,0.013350359,0.203048341,-13.08976655,-7.597331323,18.88696975,94.75976384,0.003145618,0.014474928,0,0,0.000227097,0.000297086,0.548567074,-1.689115633,6.768278022,0.015778138,-0.007690652,0.167781577,0.445011982,0.525937937,-0.256355058,0.475590498,0.014267715,0.585088565,48,7062.014501,2866.177928,211.860435,85.98533784,0
194,macs0416_1055,1.8261,64.02741113,-24.08997619,20.13394481,f814w_w_f814w,1,1.0454,0.8886,0.1568,25.53273299,-1.352372442,-1.919512703,0.768878894,4.980649883,2.848931388,0.182996831,0,0,0,-0.000890893,0.008546824,0.007057588,-0.026693449,0.499252583,0.146827549,0.042133688,0.20040013,0.194229843,0.02641676,0,0,0,0.005770087,0.003333467,0.005024249,0.006469111,0.329814286,0.003083348,-0.009073313,0.357909851,-344.4045239,-33.34991295,-6.620132341,-6.898942171,-0.011734694,0.001967907,1,0,0.00046971,0.000265379,-1.197358449,-0.548578795,11.93032837,-0.011031829,0.026166961,0.102778253,-0.302443752,-0.36772764,0.872232045,0.319430105,0.009582903,0.946579293,63,5724.077186,2843.987198,171.7223156,85.31961594,0
195,macs0416_1071,1.7564,64.03066549,-24.08967532,50.6858913,f814w_w_f814w,1,0.7944,0.2357,0.5587,25.72950032,-1.131813217,-1.221269682,1.996127594,0.181035853,2.414909414,0.167656575,0,0,0,-0.014404084,-0.016851426,-0.017747228,0.007884691,0.033947057,0.019541427,0.020484149,0.004741901,0.05944769,0.011806676,0,0,0,0.004052895,0.002994426,0.004226058,0.008861482,0.649854507,-0.016075656,-0.004483368,0.183310168,-70.91457223,-11.21648786,-1.170295276,-2.513185864,-0.009588716,-0.005760046,0,0,0.000281325,0.000309297,0.192953906,-1.956565039,6.110338937,0.0194188,-0.029219484,-0.53585521,-0.149445587,0.647293347,-0.973982805,0.556304583,0.016689137,1.169457644,40,5367.568439,2880.112153,161.0270532,86.4033646,0
196,macs0416_1075,1.0587,64.07087238,-24.08869911,34.02758298,f606w_w_f814w,1,1.8561,2.7114,-0.8553,23.40012644,-1.500000005,-0.500000001,1.736477413,1.037060161,1.37699614,-0.680871169,0,0,0,-0.007381167,-0.004476765,0.001805544,-0.010626607,0.002690743,0.001475537,0.020081044,0.031269916,0.027891559,0.003416512,0,0,0,0.00975667,0.007760456,0.010298675,0.004378916,1.109554398,-0.002787811,-0.007551686,0.455605422,213.0447142,-14.11399442,6.585247212,11.03227235,0.001575743,0.000116777,0,0,0.000271046,0.000316844,0.315879383,-1.895401218,15.18684741,-0.006398899,-0.001401844,-0.092927046,-0.25172286,-0.213296639,-0.046728144,0.268327848,0.008049835,0.21835516,96,962.9180357,2996.82807,28.88754107,89.9048421,0
197,macs0416_1076,0.6923,64.03815384,-24.08955072,23.0335183,f814w_w_f814w,1,2.2226,2.4489,-0.2263,26.12443218,-2.281883304,-2.331581966,0.975702107,5.764834681,1.134303978,-0.769531254,0,0,0,0.005388116,0.012124158,0.002510749,0.009473211,0.210567669,0.138785586,0.029749464,0.178751911,0.052524526,0.160400401,0,0,0,0.005169296,0.003163203,0.003719099,0.005265175,0.427959317,0.003949433,0.010798685,0.33794112,27.39323657,58.24312681,27.82559503,58.15997129,0.003419608,0.00491467,0,0,0.000255637,0.000304918,0.355894374,-1.870284019,11.26470399,-0.001072066,0.013449632,0.13164776,0.359956159,-0.035735533,0.44832107,0.383274795,0.011498244,0.449743049,69,4547.226913,2895.079659,136.4168074,86.85238977,0
198,macs0416_1080,2.88,64.0581714,-24.08931908,26.8558612,f606w_w_f814w,1,2.0031,1.7253,0.2778,25.55676107,-1.200329629,-3.433399905,1.031244586,1.481152536,2.842239959,-1.477768358,0,0,0,0.055752636,0.008592528,-0.010682754,0.026515723,0.040142831,0.087621312,0.018044527,0.02542577,0.082221921,0.010996336,0,0,0,0.010357994,0.003325838,0.001778896,0.00234622,0.451433126,0.022534941,0.017554126,0.274925301,12.84048272,35.93922692,-61.37557198,57.93069155,0.005847793,0.004676413,1,0,0.000329102,0.000318313,-0.065555213,-1.99344263,9.164176684,0.04390045,-0.00036907,0.751164703,0.585137525,1.46334832,-0.012302322,0.952173479,0.028565204,1.463400032,50,2354.318082,2922.703504,70.62954247,87.68110511,0
199,macs0416_1081,1.0945,64.06554232,-24.08926699,37.925831,f814w_w_f814w,1,0.9187,1.0371,-0.1184,25.73139394,-1.631371094,-1.780392051,1.468153715,1.368159634,1.967613926,1.480481948,0,0,0,-0.009762533,-0.008622726,-0.011203292,0.006629458,0.062674971,0.102085011,0.026860697,0.033233069,0.069782264,0.023549225,0,0,0,0.010764292,0.005361048,0.003166845,0.00376042,0.334240037,-0.010482913,-0.000996634,0.292914727,-10.68266027,-47.39844736,46.52423186,169.5219325,0.004337654,0.000261688,0,0,0.000260213,0.000311378,0.362538357,-1.86531054,9.763824227,0.011923672,-0.016248817,-0.349430426,-0.033221135,0.397455723,-0.54162724,0.351006077,0.010530182,0.671811818,66,1546.838475,2928.81132,46.40515426,87.86433961,0
202,macs0416_1092,1.1843,64.03902056,-24.08936104,32.82524952,f814w_w_f814w,1,0.7942,0.979,-0.1848,27.08569501,-1.633738435,-1.642465186,1.026080291,1.515898286,1.917084522,1.204303862,0,0,0,-0.017793732,0.010068199,-0.001183133,0.023377013,0.076640373,0.104894142,0.02808654,0.040670755,0.08628666,0.030881211,0,0,0,0.019110034,0.009096949,0.007195393,0.007837509,0.361257962,-0.009488433,0.016722606,0.171975068,9.701602789,-10.98140053,1.379701863,10.82670041,0.007974785,-0.002346572,0,0,0.000298042,0.000309314,0.075747147,-1.991286698,5.732502283,-0.007122167,0.003413792,-0.316281087,0.557420204,-0.237405571,0.113793062,0.640898596,0.019226958,0.263268429,35,4452.278037,2917.839883,133.5683411,87.5351965,0
203,macs0416_1096,0.8526,64.04189253,-24.08907275,46.89798551,f606w_w_f814w,1,1.4703,1.8209,-0.3506,24.41679883,-0.7298057,-1.700541747,0.901466234,2.502543719,1.574939153,0.331819129,0,0,0,-0.01143156,0.003703243,-0.007888817,0.012838368,0.01922114,0.009173129,0.003552768,0.009070796,0.008992674,0.006288541,0,0,0,0.001240567,0.000845518,0.001006369,0.001508132,1.017247597,-0.009660188,0.008270805,0.221454573,-29.63238709,-3.245884935,-4.935844849,-11.29576021,-0.003445593,-0.002367986,0,0,0.000263417,0.000306151,0.304005946,-1.903160377,7.381819086,0.006117446,-0.00086432,-0.322006278,0.275693506,0.203914867,-0.028810652,0.423904414,0.012717132,0.205940105,49,4137.655489,2952.427485,124.1296647,88.57282456,0
206,macs0416_1106,0.9365,64.01421912,-24.08918171,31.22557008,f814w_w_f814w,1,0.9562,0.9311,0.0251,27.0503955,-2.199431342,-1.209860311,0.743341088,2.895499084,1.240292054,2.164987789,0,0,0,-0.015056737,-0.017077301,-0.006526361,-0.009919035,0.105090182,0.119486677,0.024119354,0.072989014,0.053118865,0.088401124,0,0,0,0.012104799,0.008280275,0.008806013,0.014267849,0.246992486,-0.010791549,-0.013498168,0.162866461,8.43122223,-5.556193319,-4.382346604,6.101368981,0.007706528,-0.002967818,0,0,0.000243411,0.000302638,0.445232067,-1.789022644,5.428882047,0.002261173,-0.020656434,-0.35971831,-0.449938938,0.075372437,-0.688547799,0.576057558,0.017281727,0.692660866,36,7169.259588,2939.158044,215.0777876,88.17474133,0
207,macs0416_1110,0.8974,64.04769296,-24.08913966,22.11995158,f814w_w_f814w,1,1.176,1.0995,0.0765,27.31320568,-1.668940029,-1.859210171,0.589726174,2.676114109,1.517282412,0.287723885,0,0,0,0.002450122,-0.009162927,-0.013805857,0.045352092,0.155237847,0.121913083,0.025820676,0.075204378,0.071995436,0.054293147,0,0,0,0.0142382,0.010735224,0.012801406,0.022133437,0.38171459,-0.005677868,0.018094582,0.136605799,-2.476229196,-3.917796222,5.809479824,0.813594587,0.003594452,-0.002429882,0,0,0.00022846,0.000304703,0.584848051,-1.656054602,4.553526639,0.021933847,-0.036420437,-0.189262255,0.603152741,0.731128218,-1.214014565,0.632149848,0.018964495,1.417173185,33,3502.222292,2944.363867,105.0666688,88.33091602,0
209,macs0416_1121,0.7427,64.025451,-24.08885292,43.55010622,f814w_w_f814w,1,2.9638,3.5257,-0.5619,26.08263713,-1.138697431,-1.37810401,1.105393786,2.556691013,1.293686886,-1.214270833,0,0,0,0.007496237,0.008339874,-0.006597816,-0.005352463,0.066180817,0.07823783,0.01692787,0.045755128,0.032888712,0.04959416,0,0,0,0.005384538,0.003560602,0.003376412,0.00495483,0.346623357,0.000449211,0.001493706,0.23791812,22.21585892,-14.59268411,-35.9832878,-17.54149688,-0.00069573,-0.004248197,0,0,0.000250114,0.00030483,0.400674013,-1.834517626,7.930603997,0.013644843,0.015186043,0.014973687,0.049790197,0.454828088,0.506201427,0.051993029,0.001559791,0.680520737,53,5938.817672,2978.763074,178.1645302,89.36289222,0
211,macs0416_1134,1.9247,64.01464526,-24.08827401,63.45819479,f606w_w_f814w,1,1.0032,0.698,0.3052,24.59291714,-1.160300652,-0.924876275,2.018421592,0.403697789,2.618883263,-1.480015116,0,0,0,-0.032167692,-0.002566642,0.003519744,0.000883232,0.006554923,0.027274858,0.006730633,0.003489634,0.02613079,0.004410492,0,0,0,0.001098873,0.001273608,0.001276779,0.000598779,0.620546147,-0.014323974,-0.000841705,0.397175492,-3.967954732,139.4307605,12.68860487,-21.24362601,0.000619242,0.002376085,0,0,0.000303592,0.000310126,0.050249737,-1.982154324,13.23918307,-0.021363462,-0.004291579,-0.477465797,-0.028056834,-0.712115397,-0.143052646,0.478289424,0.014348683,0.726341791,80,7122.593621,3048.089229,213.6778086,91.44267688,0
212,macs0416_1139,1.7727,64.03039856,-24.08884761,21.68571004,f814w_w_f814w,1,0.7593,0.3261,0.4332,26.45247871,-1.55972863,-1.937485679,1.08300745,1.533938077,1.581283314,0.596645323,0,0,0,-0.001901545,0.014429352,0.010113528,-0.020696939,0.170096178,0.144093821,0.04969281,0.074677402,0.126164294,0.077842636,0,0,0,0.018722453,0.018459428,0.020852405,0.026132241,0.353294342,0.004105991,-0.003133794,0.168331416,16.0505239,-11.53981729,-2.9706319,19.22398118,0.008559109,0.007756456,0,0,0.000252894,0.00030629,0.388328375,-1.843359557,5.611047186,-0.016121064,0.031992498,0.136866381,-0.104459788,-0.537368794,1.066416603,0.172175067,0.005165252,1.194156435,34,5396.814954,2979.436355,161.9044486,89.38309066,0
215,macs0416_1146,0.4614,64.0161148,-24.08836252,22.77227752,f606w_w_f814w,1,2.7756,3.084,-0.3084,24.79629868,-2.485810865,-1.438775878,1.261051186,3.072902279,1.103888133,-0.67163407,0,0,0,-0.000446044,0.0028901,0.000752805,-0.002467105,0.051389718,0.004463335,0.00945998,0.031730807,0.015086223,0.06945153,0,0,0,0.001886092,0.001163039,0.001300299,0.002449104,0.293666687,0.00015338,0.000211497,0.344485314,-87.13894355,60.56419843,-11.63047938,18.89051284,-0.002750327,0.002061587,0,0,0.000240106,0.00030379,0.479837395,-1.759511266,11.4828438,-0.001352229,0.005568702,0.005112675,0.007049905,-0.045074306,0.185623396,0.008708651,0.00026126,0.191017639,75,6961.603829,3037.493277,208.8481149,91.12479832,0
216,macs0416_1148,2.2754,64.06861646,-24.08839997,51.89708928,f606w_w_f814w,1,1.0654,0.6321,0.4333,25.2887451,-1.860572637,-2.903875639,0.921205059,1.64402664,2.267197991,0.922788377,0,0,0,-0.009181749,0.004100468,0.000145069,0.038228477,0.028459257,0.023385105,0.006987356,0.012438145,0.029024347,0.006268148,0,0,0,0.004208263,0.002746128,0.00182234,0.001592428,0.578784699,-0.00451834,0.021164473,0.206157494,-3.947827081,-0.53341227,10.92452019,39.01141169,0.000409864,0.003560804,0,0,0.000274224,0.000317389,0.295571132,-1.908249548,6.871916481,-0.004808478,-0.012963537,-0.150611346,0.705482422,-0.160282594,-0.432117901,0.721380084,0.021641403,0.460886526,44,1210.045547,3032.781775,36.30136642,90.98345326,0
217,macs0416_1152,1.7004,64.04136857,-24.08862155,21.8957954,f814w_w_f814w,1,0.7553,0.2876,0.4677,27.20650686,-1.020624151,-1.357616966,0.968902225,2.351992616,1.724063189,0.324221727,0,0,0,-0.027804343,-0.008842165,0.011700652,-0.046296335,0.168408652,0.128571021,0.038762476,0.089256224,0.109671404,0.056167406,0,0,0,0.008958939,0.008398759,0.00812329,0.010701253,0.520813125,-0.008051846,-0.02756925,0.237362572,-25.84443934,-12.52312719,67.7093039,63.11555179,0.007695181,0.006403716,0,0,0.000288399,0.000311228,0.155010261,-1.970945465,7.912085728,-0.031453149,0.009884921,-0.268394854,-0.918974997,-1.048438299,0.329497359,0.957366619,0.028720999,1.098995622,44,4195.053475,3006.573108,125.8516043,90.19719325,0
218,macs0416_1157,0.6478,64.04426394,-24.08843234,54.12048233,f814w_w_f814w,1,2.0218,2.3189,-0.2971,25.12401727,-2.496726328,-2.013111733,1.014376596,2.776787498,1.316381057,-0.277625408,0,0,0,0.007974394,-0.004718831,0.000260505,0.018570994,0.050330915,0.043062843,0.010369078,0.030245434,0.021575491,0.029257138,0,0,0,0.002849711,0.002200981,0.002339061,0.004019895,0.479991304,0.00411745,0.006926081,0.237220408,-1.200041359,-6.231092896,-1.56112962,56.85003076,-0.000643811,0.005111413,0,0,0.000389685,0.000446125,0.275598491,-1.915412789,7.90734692,0.00359644,-0.016363744,0.137248318,0.23086938,0.119881345,-0.545458146,0.268584757,0.008057543,0.558476611,51,3877.864354,3029.265236,116.3359306,90.87795708,0
219,macs0416_1160,0.7318,64.0447923,-24.08844047,39.88046782,f814w_w_f814w,1,2.8973,3.2448,-0.3475,25.76566285,-2.211819591,-2.113870889,0.970735708,3.130884451,1.585849832,-0.093453095,0,0,0,0.000368432,0.005881184,0.01040739,0.023398071,0.095530268,0.066184038,0.015757351,0.048484842,0.037723503,0.024953832,0,0,0,0.003657708,0.00257253,0.002728996,0.004762432,0.435122829,0.005387911,0.014639628,0.286892683,-60.47768053,24.93003285,-2.049894293,63.30901814,-0.00195737,0.007477547,0,0,0.000274358,0.000325986,0.361601843,-1.83523836,9.563089429,-0.015426869,-0.00287726,0.179597023,0.487987583,-0.514228962,-0.095908675,0.519987473,0.015599624,0.523096453,59,3819.983338,3028.287406,114.5995001,90.84862219,0
222,macs0416_1168,0.481,64.02322403,-24.08791946,65.38585366,f606w_w_f814w,1,2.648,3.0861,-0.4381,23.77942371,-1.097410941,-1.521585645,1.249429415,1.64963117,1.555077152,0.017702907,0,0,0,-0.002412059,0.003623906,0.000317273,0.007820364,0.065926601,0.006077937,0.002315986,0.004236677,0.00572152,0.003203567,0,0,0,0.003334921,0.000921541,0.003522108,0.000526846,0.541826153,-0.001047393,0.005722135,0.264643163,0.952850353,5.789246781,10.29387003,9.40664775,0.00098133,0.001327462,0,0,0.000260762,0.000305996,0.322642885,-1.893143188,8.821438764,-0.001681939,0.001525676,-0.03491311,0.190737826,-0.056064621,0.050855878,0.193906791,0.005817204,0.07569387,59,6182.792267,3090.756012,185.483768,92.72268035,0
226,macs0416_1185,0.4615,64.05121762,-24.08810341,43.22957298,f814w_w_f814w,1,2.8573,3.1079,-0.2506,25.96976036,-1.615855574,-2.059165414,0.898481145,3.004948021,1.3998068,-0.70342352,0,0,0,0.010800672,0.000449959,0.002251692,0.015829895,0.075820578,0.073650069,0.015109926,0.045929725,0.033477197,0.036359971,0,0,0,0.004973631,0.003542352,0.003839605,0.005970242,0.420704815,0.006526182,0.008139927,0.217629417,-9.123040318,1.243219262,15.68642284,-4.314584972,0.000473113,0.001118581,0,0,0.000250842,0.000309196,0.423184257,-1.81718441,7.254313915,0.002022798,-0.007240009,0.217539406,0.271330904,0.067426608,-0.241333626,0.347769827,0.010433095,0.25057587,48,3116.084862,3068.679966,93.48254586,92.06039899,0
227,macs0416_1187,0.919,64.07273755,-24.0878217,47.29996563,f814w_w_f814w,1,0.9919,1.3281,-0.3362,25.05348747,-1.321347242,-2.808166999,0.546480111,4.178199367,2.291624329,-1.411365684,0,0,0,-0.014676464,0.004553072,0.013713397,-0.017958412,0.055250451,0.022432196,0.020872107,0.180131429,0.175006579,0.008694324,0,0,0,0.008376776,0.005010517,0.001617308,0.00780521,0.906255781,-0.000481534,-0.00670267,0.281197472,18.4376527,33.58216129,-3.645695689,125.7743559,0.004767245,0.006267689,1,0,0.000396104,0.000313153,-0.472903121,-1.773461327,9.373249078,-0.027908328,0.015808813,-0.01605112,-0.223422337,-0.930277593,0.526960441,0.223998167,0.006719945,1.069160281,55,758.5622038,3102.06627,22.75686611,93.06198811,0
228,macs0416_1190,0.8424,64.05003875,-24.0881871,28.71885851,f814w_w_f814w,1,1.0346,1.3825,-0.3479,26.79414158,-2.658054781,-1.308051706,0.964905374,1.78385271,2.232969245,-0.146908826,0,0,0,0.010971023,-0.001222198,0.018688241,0.02223369,0.135717367,0.07947267,0.02790434,0.044818882,0.099041115,0.024120355,0,0,0,0.006415792,0.005165184,0.006645979,0.018768395,0.425706595,0.014829632,0.010505746,0.215983265,34.36536793,-14.63154629,-28.66424134,17.40021581,-0.000779823,0.001881351,0,0,0.000269603,0.000313665,0.305637926,-1.903065931,7.199442157,-0.02254685,-0.012950142,0.494321058,0.350191522,-0.751561667,-0.431671407,0.605794858,0.018173846,0.866709376,43,3245.231766,3058.649506,97.35695297,91.75948519,0
229,macs0416_1191,0.7402,64.06379324,-24.08736961,56.81212555,f606w_w_f814w,1,1.4523,1.7555,-0.3032,24.16257457,-2.239636489,-0.392614213,0.970210646,1.756001497,2.495198584,-1.325764694,0,0,0,0.050748123,0.009946143,0.003653989,-0.024864918,0.011339697,0.019655798,0.004194411,0.006943323,0.017250952,0.003777084,0,0,0,0.001554776,0.0010604,0.000841974,0.000933999,1.885252136,0.027201056,-0.007459387,0.293140706,16.2081578,-7.66971616,-4.836594,-82.12196416,0.003609496,-0.00197707,1,0,0.000330345,0.000315782,-0.089254081,-1.990128871,9.771356867,0.019893079,0.027351674,0.906701861,-0.248646244,0.663102618,0.911722477,0.940177227,0.028205317,1.127361059,55,1738.405997,3156.534722,52.15217992,94.69604167,0
236,macs0416_1231,0.5826,64.02980872,-24.08738713,48.72631201,f814w_w_f814w,1,2.1743,2.5373,-0.363,25.41984596,-1.765507512,-2.682770965,1.028949278,4.362232033,1.017001829,0.668871411,0,0,0,0.001114084,0.008311461,0.002771403,0.004319656,0.063212846,0.063344604,0.010937522,0.05056128,0.016915183,0.501754828,0,0,0,0.002471798,0.001664249,0.001729352,0.00262131,0.386894967,0.001942744,0.006315559,0.312472445,11.05336158,71.29769875,6.546025643,83.28298961,-0.001104314,0.007014342,0,0,0.000261108,0.00030683,0.327014517,-1.887200344,10.41574817,-0.003600063,0.010307364,0.064758126,0.210518627,-0.120002095,0.343578794,0.220253734,0.006607612,0.363932536,67,5461.439915,3154.690633,163.8431974,94.640719,0
237,macs0416_1241,0.5777,64.04268567,-24.08753182,25.95510574,f814w_w_f814w,1,2.0081,2.332,-0.3239,25.28705085,-1.263930726,-2.255347275,0.9106226,3.264658217,1.537246254,1.652411885,0,0,0,0.013687419,-0.006543703,0.009822556,0.018158463,0.132455154,0.206037901,0.032226565,0.095637192,0.071995888,0.053096959,0,0,0,0.013138168,0.007562534,0.007269827,0.009011783,0.431248139,0.011754988,0.00580738,0.201839048,2.930256223,3.101442223,-17.46245404,36.74370741,-0.00459591,0.009216802,0,0,0.000249501,0.000366978,0.825104359,-1.250553134,6.727968278,-0.007890125,-0.018894786,0.391832922,0.193579333,-0.263004178,-0.629826206,0.437042328,0.01311127,0.682533697,61,4050.760063,3137.335754,121.5228019,94.12007263,0
240,macs0416_1246,1.3121,64.03127894,-24.08737712,36.10180968,f606w_w_f814w,1,0.8565,0.6105,0.246,25.1689437,-0.917623483,-2.286920534,1.546684767,1.071145875,1.927442599,0.806948999,0,0,0,-0.017019052,0.01288126,-0.008091303,0.017578828,0.100257315,0.077197033,0.017525625,0.01716161,0.068538066,0.017274729,0,0,0,0.005710464,0.00232737,0.005122426,0.002356113,0.556587335,-0.012555178,0.015230044,0.337887681,-115.6000712,-35.22642904,-37.40927402,-14.30685067,-0.004397268,0.000308879,0,0,0.000333495,0.000315177,-0.108259485,-1.978670609,11.26292269,0.003627429,0.010532477,-0.418505926,0.507668142,0.120914284,0.351082553,0.657931723,0.019737952,0.371320916,64,5300.376714,3155.898976,159.0113014,94.67696928,0
242,macs0416_1250,0.8964,64.05171773,-24.08725782,45.47042944,f814w_w_f814w,1,1.0227,1.1386,-0.1159,25.64465479,-1.266873501,-1.771156567,1.582770035,2.003948054,2.183587992,0.670574647,0,0,0,0.001643366,-0.000157602,-0.006232957,0.013842689,0.062713287,0.033645974,0.019110079,0.046377346,0.047431248,0.014296446,0,0,0,0.001801659,0.003663522,0.003543233,0.00166454,0.469130574,-0.002294796,0.006842544,0.49488763,451.2151735,17.0277851,374.7392609,-116.6790151,0.007853034,-0.001560232,0,0,0.000276921,0.000313347,0.249838023,-1.93343225,16.49625433,0.010171119,-0.007157747,-0.076493189,0.228084791,0.339037287,-0.238591562,0.240569906,0.007217097,0.41457474,102,3061.287537,3170.14432,91.8386261,95.1043296,0
